,Geohash,building_count,total_road_length,lat,lon,elevation,slope,NDVI,Cell_ID,Site_latitude,Site_longitude,EARFCN_DL,population_density,RSRP,RSRQ,antenna_height,azimuth,tilt
1018,tc1sqpc,0.0,0,6.415328979492188,81.12510681152344,80.57548,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,212.49038696289065,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1019,tc1sqpd,0.0,0,6.4139556884765625,81.12648010253906,73.91083,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,212.49038696289065,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1020,tc1sqpe,0.0,0,6.4139556884765625,81.12785339355469,73.9493,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,212.49038696289065,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1021,tc1sqpf,0.0,0,6.415328979492188,81.12648010253906,76.790085,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,212.49038696289065,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1022,tc1sqpg,0.0,0,6.415328979492188,81.12785339355469,75.30342,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,212.49038696289065,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1023,tc1sqph,0.0,0,6.4112091064453125,81.12922668457031,67.5,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,212.49038696289065,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1024,tc1sqpj,0.0,0,6.4112091064453125,81.13059997558594,68.52051,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,212.49038696289065,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1025,tc1sqpk,0.0,0,6.4125823974609375,81.12922668457031,67.81078,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,212.49038696289065,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1026,tc1sqpm,0.0,0,6.4125823974609375,81.13059997558594,67.5,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,212.49038696289065,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1027,tc1sqpn,0.0,0,6.4112091064453125,81.13197326660156,67.5,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,212.49038696289065,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1028,tc1sqpp,0.0,0,6.4112091064453125,81.13334655761719,68.370735,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,484.9042053222656,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1029,tc1sqpq,0.0,0,6.4125823974609375,81.13197326660156,67.5,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,212.49038696289065,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1030,tc1sqpr,0.0,0,6.4125823974609375,81.13334655761719,65.882195,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,484.9042053222656,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1031,tc1sqps,0.0,0,6.4139556884765625,81.12922668457031,72.64147,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,212.49038696289065,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1032,tc1sqpt,0.0,0,6.4139556884765625,81.13059997558594,69.13669,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,212.49038696289065,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1033,tc1sqpu,0.0,0,6.415328979492188,81.12922668457031,75.37372,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,212.49038696289065,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1034,tc1sqpv,0.0,0,6.415328979492188,81.13059997558594,74.32633,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,212.49038696289065,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1035,tc1sqpw,0.0,0,6.4139556884765625,81.13197326660156,67.5,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,212.49038696289065,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1036,tc1sqpx,0.0,0,6.4139556884765625,81.13334655761719,67.75547,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,484.9042053222656,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1037,tc1sqpy,0.0,0,6.415328979492188,81.13197326660156,73.86821,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,212.49038696289065,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1038,tc1sqpz,0.0,1344,6.415328979492188,81.13334655761719,71.524895,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,484.9042053222656,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1039,tc1sqq2,0.0,0,6.4070892333984375,81.13471984863281,67.338,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,350.5321960449219,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1040,tc1sqq4,0.0,0,6.4057159423828125,81.13746643066406,65.47197,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,350.5321960449219,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1041,tc1sqq5,0.0,0,6.4057159423828125,81.13883972167969,68.96846,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,350.5321960449219,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1042,tc1sqq6,0.0,0,6.4070892333984375,81.13746643066406,69.96057,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,350.5321960449219,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1043,tc1sqq7,0.0,0,6.4070892333984375,81.13883972167969,71.48928,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,350.5321960449219,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1044,tc1sqq8,0.0,0,6.408462524414063,81.13471984863281,69.76439,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,484.9042053222656,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1045,tc1sqqb,0.0,0,6.409835815429688,81.13471984863281,65.86999,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,484.9042053222656,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1046,tc1sqqd,0.0,0,6.408462524414063,81.13746643066406,65.87317,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,484.9042053222656,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1047,tc1sqqe,0.0,0,6.408462524414063,81.13883972167969,71.29854,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,484.9042053222656,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1048,tc1sqqf,0.0,0,6.409835815429688,81.13746643066406,65.513435,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,484.9042053222656,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1049,tc1sqqg,0.0,0,6.409835815429688,81.13883972167969,71.51498,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,484.9042053222656,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1050,tc1sqqh,0.0,0,6.4057159423828125,81.14021301269531,69.29804,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,350.5321960449219,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1051,tc1sqqj,0.0,0,6.4057159423828125,81.14158630371094,63.997074,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,194.649658203125,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1052,tc1sqqk,0.0,0,6.4070892333984375,81.14021301269531,69.825294,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,350.5321960449219,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1053,tc1sqqm,0.0,0,6.4070892333984375,81.14158630371094,66.63263,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,194.649658203125,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1054,tc1sqqn,0.0,0,6.4057159423828125,81.14295959472656,67.34845,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,194.649658203125,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1055,tc1sqqp,0.0,0,6.4057159423828125,81.14433288574219,67.46673,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,194.649658203125,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1056,tc1sqqq,0.0,0,6.4070892333984375,81.14295959472656,67.83016,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,194.649658203125,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1057,tc1sqqr,0.0,0,6.4070892333984375,81.14433288574219,67.96193,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,194.649658203125,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1058,tc1sqqs,0.0,0,6.408462524414063,81.14021301269531,69.26861,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,484.9042053222656,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1059,tc1sqqt,0.0,0,6.408462524414063,81.14158630371094,68.60831,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,94.1984176635742,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1060,tc1sqqu,0.0,0,6.409835815429688,81.14021301269531,69.31216,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,484.9042053222656,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1061,tc1sqqv,0.0,0,6.409835815429688,81.14158630371094,68.18401,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,94.1984176635742,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1062,tc1sqqw,0.0,0,6.408462524414063,81.14295959472656,67.69211,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,94.1984176635742,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1063,tc1sqqx,0.0,0,6.408462524414063,81.14433288574219,68.74476,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,94.1984176635742,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1064,tc1sqqy,0.0,0,6.409835815429688,81.14295959472656,69.02175,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,94.1984176635742,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1065,tc1sqqz,0.0,0,6.409835815429688,81.14433288574219,66.525856,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,94.1984176635742,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1066,tc1sqr0,0.0,0,6.4112091064453125,81.13471984863281,65.68039,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,484.9042053222656,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1067,tc1sqr2,0.0,0,6.4125823974609375,81.13471984863281,65.9468,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,484.9042053222656,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1068,tc1sqr4,0.0,0,6.4112091064453125,81.13746643066406,67.52989,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,484.9042053222656,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1069,tc1sqr5,0.0,0,6.4112091064453125,81.13883972167969,68.24541,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,484.9042053222656,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1070,tc1sqr6,0.0,0,6.4125823974609375,81.13746643066406,70.97673,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,484.9042053222656,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1071,tc1sqr7,0.0,0,6.4125823974609375,81.13883972167969,68.98078,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,484.9042053222656,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1072,tc1sqr8,0.0,0,6.4139556884765625,81.13471984863281,66.685715,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,484.9042053222656,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1073,tc1sqrb,0.0,0,6.415328979492188,81.13471984863281,72.10822,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,484.9042053222656,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1074,tc1sqrd,0.0,0,6.4139556884765625,81.13746643066406,75.35794,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,484.9042053222656,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1075,tc1sqre,0.0,0,6.4139556884765625,81.13883972167969,70.16502,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,484.9042053222656,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1076,tc1sqrf,0.0,0,6.415328979492188,81.13746643066406,71.78751,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,484.9042053222656,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1077,tc1sqrg,0.0,0,6.415328979492188,81.13883972167969,70.96547,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,484.9042053222656,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1078,tc1sqrh,0.0,0,6.4112091064453125,81.14021301269531,70.69241,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,484.9042053222656,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1079,tc1sqrj,0.0,0,6.4112091064453125,81.14158630371094,69.09919,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,94.1984176635742,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1080,tc1sqrk,0.0,0,6.4125823974609375,81.14021301269531,70.33871,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,484.9042053222656,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1081,tc1sqrm,0.0,0,6.4125823974609375,81.14158630371094,68.70895,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,94.1984176635742,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1082,tc1sqrn,0.0,0,6.4112091064453125,81.14295959472656,69.23818,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,94.1984176635742,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1083,tc1sqrp,0.0,0,6.4112091064453125,81.14433288574219,68.0605,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,94.1984176635742,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1084,tc1sqrq,0.0,0,6.4125823974609375,81.14295959472656,69.33125,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,94.1984176635742,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1085,tc1sqrr,0.0,0,6.4125823974609375,81.14433288574219,70.436455,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,94.1984176635742,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1086,tc1sqrs,0.0,0,6.4139556884765625,81.14021301269531,74.85258,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,484.9042053222656,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1087,tc1sqrt,0.0,0,6.4139556884765625,81.14158630371094,69.55875,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,94.1984176635742,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1088,tc1sqru,0.0,0,6.415328979492188,81.14021301269531,70.30765,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,484.9042053222656,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1089,tc1sqrv,0.0,0,6.415328979492188,81.14158630371094,71.39993,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,94.1984176635742,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1090,tc1sqrw,0.0,0,6.4139556884765625,81.14295959472656,71.16391,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,94.1984176635742,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1091,tc1sqrx,0.0,0,6.4139556884765625,81.14433288574219,71.6418,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,94.1984176635742,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1092,tc1sqry,0.0,0,6.415328979492188,81.14295959472656,70.90802,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,94.1984176635742,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1093,tc1sqrz,0.0,0,6.415328979492188,81.14433288574219,72.641846,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,94.1984176635742,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1094,tc1sqt0,0.0,0,6.4002227783203125,81.14570617675781,66.21539,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,194.649658203125,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1095,tc1sqt1,0.0,0,6.4002227783203125,81.14707946777344,65.176575,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,194.649658203125,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1096,tc1sqt2,0.0,0,6.4015960693359375,81.14570617675781,65.936295,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,194.649658203125,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1097,tc1sqt3,0.0,0,6.4015960693359375,81.14707946777344,65.305756,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,194.649658203125,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1098,tc1sqt4,0.0,0,6.4002227783203125,81.14845275878906,67.72187,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,194.649658203125,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1099,tc1sqt5,0.0,0,6.4002227783203125,81.14982604980469,63.366554,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,23.54868125915528,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1100,tc1sqt6,0.0,0,6.4015960693359375,81.14845275878906,65.91767,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,194.649658203125,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1101,tc1sqt7,0.0,0,6.4015960693359375,81.14982604980469,64.607506,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,23.54868125915528,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1102,tc1sqt8,0.0,0,6.4029693603515625,81.14570617675781,66.28999,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,194.649658203125,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1103,tc1sqt9,0.0,0,6.4029693603515625,81.14707946777344,65.17201,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,194.649658203125,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1104,tc1sqtb,0.0,0,6.404342651367188,81.14570617675781,65.85077,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,194.649658203125,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1105,tc1sqtc,0.0,0,6.404342651367188,81.14707946777344,65.86827,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,194.649658203125,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1106,tc1sqtd,0.0,0,6.4029693603515625,81.14845275878906,65.464035,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,194.649658203125,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1107,tc1sqte,0.0,0,6.4029693603515625,81.14982604980469,66.0081,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,23.54868125915528,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1108,tc1sqtf,0.0,0,6.404342651367188,81.14845275878906,66.14954,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,194.649658203125,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1109,tc1sqtg,0.0,0,6.404342651367188,81.14982604980469,67.88815,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,23.54868125915528,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1110,tc1sqtk,0.0,0,6.4015960693359375,81.15119934082031,64.50308,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,23.54868125915528,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1111,tc1sqtm,0.0,0,6.4015960693359375,81.15257263183594,64.93288,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,23.54868125915528,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1112,tc1sqtq,0.0,0,6.4015960693359375,81.15394592285156,64.719475,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,23.54868125915528,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1113,tc1sqts,0.0,0,6.4029693603515625,81.15119934082031,65.94857,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,23.54868125915528,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1114,tc1sqtt,0.0,0,6.4029693603515625,81.15257263183594,64.92317,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,23.54868125915528,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1115,tc1sqtu,0.0,0,6.404342651367188,81.15119934082031,67.039375,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,23.54868125915528,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1116,tc1sqtv,0.0,0,6.404342651367188,81.15257263183594,64.79944,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,23.54868125915528,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1117,tc1sqtw,0.0,0,6.4029693603515625,81.15394592285156,62.688473,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,23.54868125915528,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1118,tc1sqtx,0.0,0,6.4029693603515625,81.15531921386719,64.31587,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,23.54868125915528,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1119,tc1sqty,0.0,0,6.404342651367188,81.15394592285156,63.116726,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,23.54868125915528,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1120,tc1sqtz,0.0,0,6.404342651367188,81.15531921386719,66.20801,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,23.54868125915528,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1121,tc1sqv8,0.0,0,6.4029693603515625,81.15669250488281,66.64515,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,23.54868125915528,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1122,tc1sqv9,0.0,0,6.4029693603515625,81.15806579589844,70.998436,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,12.735939979553224,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1123,tc1sqvb,0.0,0,6.404342651367188,81.15669250488281,68.710045,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,23.54868125915528,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1124,tc1sqvc,0.0,0,6.404342651367188,81.15806579589844,72.475746,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,12.735939979553224,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1125,tc1sqvd,0.0,0,6.4029693603515625,81.15943908691406,70.5156,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,12.735939979553224,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1126,tc1sqvf,0.0,0,6.404342651367188,81.15943908691406,70.72135,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,12.735939979553224,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1127,tc1sqvg,0.0,0,6.404342651367188,81.16081237792969,66.445206,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,12.735939979553224,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1128,tc1sqvu,0.0,0,6.404342651367188,81.16218566894531,65.60042,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,12.735939979553224,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1129,tc1sqvv,0.0,0,6.404342651367188,81.16355895996094,64.68319,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,12.735939979553224,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1130,tc1sqw0,0.0,0,6.4057159423828125,81.14570617675781,67.23114,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,194.649658203125,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1131,tc1sqw1,0.0,0,6.4057159423828125,81.14707946777344,67.500755,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,194.649658203125,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1132,tc1sqw2,0.0,0,6.4070892333984375,81.14570617675781,67.34823,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,194.649658203125,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1133,tc1sqw3,0.0,0,6.4070892333984375,81.14707946777344,67.08321,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,194.649658203125,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1134,tc1sqw4,0.0,0,6.4057159423828125,81.14845275878906,66.692535,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,194.649658203125,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1135,tc1sqw5,0.0,0,6.4057159423828125,81.14982604980469,69.66511,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,23.54868125915528,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1136,tc1sqw6,0.0,0,6.4070892333984375,81.14845275878906,66.55281,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,194.649658203125,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1137,tc1sqw7,0.0,0,6.4070892333984375,81.14982604980469,68.673386,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,23.54868125915528,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1138,tc1sqw8,0.0,0,6.408462524414063,81.14570617675781,67.11318,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,94.1984176635742,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1139,tc1sqw9,0.0,0,6.408462524414063,81.14707946777344,66.32592,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,94.1984176635742,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1140,tc1sqwb,0.0,0,6.409835815429688,81.14570617675781,69.905136,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,94.1984176635742,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1141,tc1sqwc,0.0,0,6.409835815429688,81.14707946777344,69.08784,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,94.1984176635742,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1142,tc1sqwd,0.0,0,6.408462524414063,81.14845275878906,67.29568,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,94.1984176635742,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
1143,tc1sqwe,0.0,0,6.408462524414063,81.14982604980469,70.057915,0.0,1.0,Cell_144,6.471792479537491,81.04327301184854,525,27.469438552856445,0.0,0.0,20.13808994388543,166.16653673162205,4.670991281174986
