,EARFCN_DL,antenna_height,azimuth,tilt,Site_latitude,Site_longitude,building_count,total_road_length,elevation,NDVI,population_density,Geohash,RSRP,RSRQ,Cell_ID
1159,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,65.35559,1.0,27.46944,tc1sqwx,-16.555431,-3.7162218,Cell_144
1160,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,66.77509,1.0,27.46944,tc1sqwy,-16.554913,-3.7161596,Cell_144
1161,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,66.35744,1.0,27.46944,tc1sqwz,-16.554384,-3.716098,Cell_144
1162,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,69.967896,1.0,94.19842,tc1sqx0,-16.553646,-3.7160156,Cell_144
1163,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,70.90577,1.0,94.19842,tc1sqx1,-16.553127,-3.7159538,Cell_144
1164,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,75.29119,1.0,94.19842,tc1sqx2,-16.552628,-3.7158887,Cell_144
1165,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,75.094635,1.0,94.19842,tc1sqx3,-16.552107,-3.7158282,Cell_144
1166,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,69.11238,1.0,94.19842,tc1sqx4,-16.551546,-3.7157738,Cell_144
1167,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,71.85455,1.0,27.46944,tc1sqx5,-16.551271,-3.7157292,Cell_144
1168,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,73.282036,1.0,94.19842,tc1sqx6,-16.550528,-3.715649,Cell_144
1169,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,73.920815,1.0,27.46944,tc1sqx7,-16.55025,-3.7156067,Cell_144
1170,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,75.010216,1.0,94.19842,tc1sqx8,-16.549498,-3.715527,Cell_144
1171,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,74.18446,1.0,94.19842,tc1sqx9,-16.548973,-3.715468,Cell_144
1172,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,76.23905,1.0,94.19842,tc1sqxb,-16.548468,-3.7154055,Cell_144
1173,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,76.413475,1.0,94.19842,tc1sqxc,-16.547949,-3.7153454,Cell_144
1174,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,74.764404,1.0,94.19842,tc1sqxd,-16.547424,-3.7152872,Cell_144
1175,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,76.460205,1.0,27.46944,tc1sqxe,-16.547153,-3.7152448,Cell_144
1176,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,77.301315,1.0,94.19842,tc1sqxf,-16.546406,-3.715165,Cell_144
1177,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,77.29988,1.0,27.46944,tc1sqxg,-16.546127,-3.7151241,Cell_144
1178,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,72.74677,1.0,27.46944,tc1sqxh,-16.545584,-3.7150686,Cell_144
1179,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,72.507454,1.0,27.46944,tc1sqxj,-16.54507,-3.71501,Cell_144
1180,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,75.74914,1.0,27.46944,tc1sqxk,-16.544579,-3.7149475,Cell_144
1181,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,71.08972,1.0,27.46944,tc1sqxm,-16.544037,-3.7148926,Cell_144
1182,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,67.49266,1.0,27.46944,tc1sqxn,-16.543507,-3.7148368,Cell_144
1183,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,66.08212,1.0,27.46944,tc1sqxp,-16.542984,-3.7147787,Cell_144
1184,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,70.51877,1.0,27.46944,tc1sqxq,-16.542503,-3.7147152,Cell_144
1185,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,69.75446,1.0,27.46944,tc1sqxr,-16.542011,-3.71465,Cell_144
1186,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,75.25016,1.0,27.46944,tc1sqxs,-16.541565,-3.7145774,Cell_144
1187,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,76.02979,1.0,27.46944,tc1sqxt,-16.541094,-3.7145102,Cell_144
1188,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,76.81796,1.0,27.46944,tc1sqxu,-16.540613,-3.714443,Cell_144
1189,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,75.90526,1.0,27.46944,tc1sqxv,-16.54013,-3.714377,Cell_144
1190,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,73.91057,1.0,27.46944,tc1sqxw,-16.539648,-3.7143118,Cell_144
1191,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,71.39046,1.0,27.46944,tc1sqxx,-16.53915,-3.7142482,Cell_144
1192,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,75.23488,1.0,27.46944,tc1sqxy,-16.538698,-3.7141788,Cell_144
1193,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,72.225845,1.0,27.46944,tc1sqxz,-16.538204,-3.7141147,Cell_144
1194,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,70.91538,1.0,23.548683,tc1sqy0,-16.537739,-3.714051,Cell_144
1195,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,73.61308,1.0,12.735939,tc1sqy1,-16.537312,-3.713986,Cell_144
1196,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,69.91982,1.0,23.548683,tc1sqy2,-16.536783,-3.7139199,Cell_144
1197,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,74.158455,1.0,12.735939,tc1sqy3,-16.536371,-3.7138534,Cell_144
1198,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,73.16053,1.0,12.735939,tc1sqy4,-16.535894,-3.7137885,Cell_144
1199,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,70.103165,1.0,12.735939,tc1sqy5,-16.535404,-3.7137256,Cell_144
1200,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,75.663765,1.0,12.735939,tc1sqy6,-16.534964,-3.7136552,Cell_144
1201,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,75.837654,1.0,12.735939,tc1sqy7,-16.534496,-3.713589,Cell_144
1202,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,70.23771,1.0,27.46944,tc1sqy8,-16.533937,-3.7135246,Cell_144
1203,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,74.80264,1.0,14.373417,tc1sqy9,-16.533545,-3.7134588,Cell_144
1204,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,68.87085,1.0,27.46944,tc1sqyb,-16.532993,-3.713395,Cell_144
1205,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,74.3126,1.0,14.373417,tc1sqyc,-16.532602,-3.7133284,Cell_144
1206,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,76.79236,1.0,14.373417,tc1sqyd,-16.53215,-3.7132604,Cell_144
1207,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,79.363785,1.0,14.373417,tc1sqye,-16.531704,-3.7131932,Cell_144
1208,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,75.33969,1.0,14.373417,tc1sqyf,-16.53121,-3.7131324,Cell_144
1209,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,78.19207,1.0,14.373417,tc1sqyg,-16.53076,-3.713064,Cell_144
1210,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,69.46089,1.0,12.735939,tc1sqyh,-16.53025,-3.7130086,Cell_144
1211,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,68.03864,1.0,12.735939,tc1sqyj,-16.529778,-3.712945,Cell_144
1212,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,71.37772,1.0,12.735939,tc1sqyk,-16.529337,-3.7128773,Cell_144
1213,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,68.87853,1.0,12.735939,tc1sqym,-16.528858,-3.7128153,Cell_144
1214,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,63.666122,1.0,12.735939,tc1sqyn,-16.528364,-3.7127557,Cell_144
1215,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,58.588028,1.0,12.339939,tc1sqyp,-16.527874,-3.7126966,Cell_144
1216,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,64.76146,1.0,12.735939,tc1sqyq,-16.527447,-3.7126265,Cell_144
1217,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,61.825974,1.0,12.339939,tc1sqyr,-16.52697,-3.712565,Cell_144
1218,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,72.65648,1.0,14.373417,tc1sqys,-16.526571,-3.7124891,Cell_144
1219,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,70.00387,1.0,14.373417,tc1sqyt,-16.526094,-3.7124279,Cell_144
1220,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,73.24617,1.0,14.373417,tc1sqyu,-16.525658,-3.712361,Cell_144
1221,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,70.84626,1.0,14.373417,tc1sqyv,-16.525185,-3.712299,Cell_144
1222,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,65.99645,1.0,14.373417,tc1sqyw,-16.5247,-3.7122397,Cell_144
1223,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,61.850136,1.0,10.683014,tc1sqyx,-16.524227,-3.7121806,Cell_144
1224,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,66.903946,1.0,14.373417,tc1sqyy,-16.52379,-3.7121117,Cell_144
1225,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,63.14413,1.0,10.683014,tc1sqyz,-16.523327,-3.7120528,Cell_144
1226,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,69.26854,1.0,27.46944,tc1sqz0,-16.522854,-3.7119787,Cell_144
1227,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,73.24527,1.0,14.373417,tc1sqz1,-16.522465,-3.711915,Cell_144
1228,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,71.97802,1.0,27.46944,tc1sqz2,-16.521963,-3.7118492,Cell_144
1229,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,73.82826,1.0,14.373417,tc1sqz3,-16.521564,-3.711788,Cell_144
1230,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,74.05979,1.0,14.373417,tc1sqz4,-16.52111,-3.711725,Cell_144
1231,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,78.08883,1.0,14.373417,tc1sqz5,-16.520689,-3.7116578,Cell_144
1232,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,75.849976,1.0,14.373417,tc1sqz6,-16.520222,-3.7115972,Cell_144
1233,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,79.67058,1.0,14.373417,tc1sqz7,-16.519794,-3.7115304,Cell_144
1234,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,73.16323,1.0,27.46944,tc1sqz8,-16.519262,-3.71147,Cell_144
1235,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,76.3498,1.0,14.373417,tc1sqz9,-16.518875,-3.7114081,Cell_144
1236,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,74.276146,1.0,27.46944,tc1sqzb,-16.518372,-3.7113438,Cell_144
1237,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,78.05864,1.0,14.373417,tc1sqzc,-16.517988,-3.7112815,Cell_144
1238,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,75.973526,1.0,14.373417,tc1sqzd,-16.517529,-3.711221,Cell_144
1239,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,81.449844,1.0,14.373417,tc1sqze,-16.517115,-3.711153,Cell_144
1240,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,78.00376,1.0,14.373417,tc1sqzf,-16.516651,-3.711094,Cell_144
1241,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,79.39736,1.0,14.373417,tc1sqzg,-16.516209,-3.71103,Cell_144
1242,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,74.679016,1.0,14.373417,tc1sqzh,-16.515738,-3.7109728,Cell_144
1243,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,71.62836,1.0,14.373417,tc1sqzj,-16.515274,-3.710913,Cell_144
1244,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,72.68939,1.0,14.373417,tc1sqzk,-16.514835,-3.7108505,Cell_144
1245,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,69.30436,1.0,14.373417,tc1sqzm,-16.514378,-3.7107918,Cell_144
1246,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,66.84841,1.0,14.373417,tc1sqzn,-16.513918,-3.7107317,Cell_144
1247,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,64.92256,1.0,10.683014,tc1sqzp,-16.513475,-3.7106726,Cell_144
1248,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,66.87246,1.0,14.373417,tc1sqzq,-16.513031,-3.710608,Cell_144
1249,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,68.71933,1.0,10.683014,tc1sqzr,-16.512619,-3.7105455,Cell_144
1250,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,77.593575,1.0,14.373417,tc1sqzs,-16.512213,-3.710475,Cell_144
1251,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,74.77095,1.0,14.373417,tc1sqzt,-16.511759,-3.710416,Cell_144
1252,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,77.35664,1.0,14.373417,tc1sqzu,-16.511335,-3.710352,Cell_144
1253,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,76.194626,1.0,14.373417,tc1sqzv,-16.510887,-3.7102916,Cell_144
1254,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,71.1363,1.0,14.373417,tc1sqzw,-16.510422,-3.7102354,Cell_144
1255,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,71.872154,1.0,10.683014,tc1sqzx,-16.509998,-3.7101743,Cell_144
1256,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,73.29695,1.0,14.373417,tc1sqzy,-16.509562,-3.710111,Cell_144
1257,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,71.86606,1.0,10.683014,tc1sqzz,-16.509129,-3.710052,Cell_144
1258,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,57.59213,1.0,12.339939,tc1srn0,-16.508604,-3.7100036,Cell_144
1259,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,56.0,1.0,12.339939,tc1srn1,-16.508154,-3.7099442,Cell_144
1260,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,59.265682,1.0,12.339939,tc1srn2,-16.507742,-3.7098804,Cell_144
1261,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,56.0,1.0,12.339939,tc1srn3,-16.50729,-3.709823,Cell_144
1262,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,58.860092,1.0,12.339939,tc1srn6,-16.50688,-3.70976,Cell_144
1263,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,62.338306,1.0,12.339939,tc1srn7,-16.506464,-3.7096958,Cell_144
1264,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,60.441036,1.0,10.683014,tc1srn8,-16.506023,-3.7096372,Cell_144
1265,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,58.482307,1.0,10.683014,tc1srn9,-16.505579,-3.709579,Cell_144
1266,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,63.840767,1.0,10.683014,tc1srnb,-16.50518,-3.7095137,Cell_144
1267,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,63.01918,1.0,10.683014,tc1srnc,-16.504747,-3.709454,Cell_144
1268,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,62.234276,1.0,10.683014,tc1srnd,-16.504314,-3.709394,Cell_144
1269,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,63.354366,1.0,10.683014,tc1srne,-16.50389,-3.7093332,Cell_144
1270,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,64.696014,1.0,10.683014,tc1srnf,-16.503466,-3.709272,Cell_144
1271,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,65.66549,1.0,10.683014,tc1srng,-16.503048,-3.7092113,Cell_144
1272,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,66.54504,1.0,12.339939,tc1srnk,-16.502617,-3.7091506,Cell_144
1273,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,67.177284,1.0,10.683014,tc1srns,-16.5022,-3.7090905,Cell_144
1274,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,66.29911,1.0,13.321941,tc1srnt,-16.501757,-3.7090302,Cell_144
1275,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,69.6027,1.0,10.683014,tc1srnu,-16.50136,-3.7089689,Cell_144
1276,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,67.62404,1.0,13.321941,tc1srnv,-16.500916,-3.7089102,Cell_144
1277,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,57.20109,1.0,13.321941,tc1srnw,-16.500431,-3.70886,Cell_144
1278,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,59.979588,1.0,13.321941,tc1srnx,-16.500021,-3.7087982,Cell_144
1279,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,61.77683,1.0,13.321941,tc1srny,-16.499613,-3.7087367,Cell_144
1280,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,64.073975,1.0,13.321941,tc1srnz,-16.648186,-3.724506,Cell_144
1281,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,65.97,1.0,10.683014,tc1srp0,-16.647541,-3.7244735,Cell_144
1282,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,64.201096,1.0,10.683014,tc1srp1,-16.64687,-3.7244442,Cell_144
1283,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,69.488235,1.0,10.683014,tc1srp2,-16.646236,-3.7244072,Cell_144
1284,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,67.88803,1.0,10.683014,tc1srp3,-16.645565,-3.7243774,Cell_144
1285,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,66.37052,1.0,10.683014,tc1srp4,-16.6449,-3.7243478,Cell_144
1286,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,67.249405,1.0,10.683014,tc1srp5,-16.644241,-3.7243156,Cell_144
1287,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,69.687706,1.0,10.683014,tc1srp6,-16.643597,-3.724282,Cell_144
1288,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,70.97879,1.0,10.683014,tc1srp7,-16.642946,-3.7242494,Cell_144
1289,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,71.40584,1.0,10.683014,tc1srp8,-16.642292,-3.7242177,Cell_144
1290,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,70.61071,1.0,10.683014,tc1srp9,-16.641632,-3.7241876,Cell_144
1291,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,70.04156,1.0,10.683014,tc1srpb,-16.640968,-3.7241569,Cell_144
1292,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,69.706665,1.0,10.683014,tc1srpc,-16.640314,-3.7241259,Cell_144
1293,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,69.65095,1.0,10.683014,tc1srpd,-16.639658,-3.7240949,Cell_144
1294,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,69.9578,1.0,10.683014,tc1srpe,-16.639006,-3.7240639,Cell_144
1295,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,68.03296,1.0,10.683014,tc1srpf,-16.638342,-3.724035,Cell_144
1296,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,69.13256,1.0,10.683014,tc1srpg,-16.6377,-3.7240021,Cell_144
1297,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,71.38516,1.0,10.683014,tc1srph,-16.637062,-3.7239697,Cell_144
1298,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,69.42316,1.0,13.321941,tc1srpj,-16.636393,-3.7239401,Cell_144
1299,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,70.87901,1.0,10.683014,tc1srpk,-16.635756,-3.7239084,Cell_144
1300,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,68.58732,1.0,13.321941,tc1srpm,-16.635088,-3.7238793,Cell_144
1301,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,64.07016,1.0,13.321941,tc1srpn,-16.634417,-3.7238533,Cell_144
1302,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,64.109245,1.0,13.321941,tc1srpp,-16.633768,-3.7238224,Cell_144
1303,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,63.254505,1.0,13.321941,tc1srpq,-16.633118,-3.7237923,Cell_144
1304,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,61.3816,1.0,13.321941,tc1srpr,-16.63246,-3.7237632,Cell_144
1305,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,64.72236,1.0,10.683014,tc1srps,-16.631844,-3.7237298,Cell_144
1306,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,63.671837,1.0,13.321941,tc1srpt,-16.631186,-3.7236998,Cell_144
1307,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,64.280556,1.0,10.683014,tc1srpu,-16.630556,-3.7236695,Cell_144
1308,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,62.520092,1.0,13.321941,tc1srpv,-16.629894,-3.7236397,Cell_144
1309,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,57.948658,1.0,13.321941,tc1srpw,-16.629229,-3.7236133,Cell_144
1310,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,58.559586,1.0,13.321941,tc1srpx,-16.62859,-3.7235827,Cell_144
1311,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,57.016968,1.0,13.321941,tc1srpy,-16.62794,-3.7235534,Cell_144
1312,525.0,20.13809,166.16653,4.6709914,6.4717927,81.043274,8.61805e-09,8.042382e-07,56.0,1.0,13.321941,tc1srpz,-16.627295,-3.723524,Cell_144
