Cell_ID,Cell Name,RSRP,RSRQ,Geohash,EARFCN_DL,Latitude_of_MDT,Longitude_of_MDT,MR_Count,Site ID,Site Name (from MAIN DATA),Cell ID,Antenna Height,Azimuth,E Tilt,M Tilt,Tilt,Latitude_of_Site,Longitude_of_Site,MDT height from MSL,Site height from MSL,Height Difference,Horizontal Distance,Angle_from_North,Azimuth_to_nearest_5_degrees,Reduced_Amount,Normalized_Azimuth,Latitude_Difference,Longitude_Difference,name,name:en,highway,surface,smoothness,width,lanes,oneway,bridge,layer,source,name:si,name:ta,osm_id,osm_type,Road_Coverage,Population_Density,NDVI,Building_Density
5552425,Welagedara_Stadium-KU0200-B_B,0,0,tc34sudd,3750,7.495836,80.368509,0,KU0200,Welagedara_Stadium,L9_2,20,230,4,3,7,7.492825,80.366207,127,124,3,0.420122299,37.16195053,230,180,50,0.003011,0.002302,,,service,,,,,,,,,,,1245149937,ways_line,1,1154.056274,0,40
5552425,Welagedara_Stadium-KU0200-B_B,0,0,tc34sudd,3750,7.495836,80.368509,0,KU0200,Welagedara_Stadium,L9_2,20,230,4,3,7,7.492825,80.366207,127,124,3,0.420122299,37.16195053,230,180,50,0.003011,0.002302,,,service,,,,,,,,,,,1245149939,ways_line,1,1154.056274,0,40
5552425,Welagedara_Stadium-KU0200-B_B,0,0,tc34sudd,3750,7.495836,80.368509,0,KU0200,Welagedara_Stadium,L9_2,20,230,4,3,7,7.492825,80.366207,127,124,3,0.420122299,37.16195053,230,180,50,0.003011,0.002302,,,residential,,,,,,,,,,,312176973,ways_line,1,1154.056274,0,40
6031914,Diwullegoda-KU0164-B_C,-97.58,-11.31,tc3h0dbr,3750,7.750703,80.178689,68,KU0164,Diwullegoda,L9_3,70,250,3,0,3,7.760195,80.195885,69,73,4,2.168773397,240.8796609,250,180,70,-0.009492,-0.017196,,,,,,,,,,,,,,,,0,242.8808441,0.059998475,2
6108416,Bakmeegolla-KU0375-H_A,-107,-15,tc34yhq6,1650,7.538463,80.4287,3,KU0375,Bakmeegolla,L18_1,50,30,3,0,3,7.520059,80.424821,126,125,1,2.090628785,11.80201189,30,0,30,0.018404,0.003879,,,,,,,,,,,,,,,,0,565.5280762,0.130006865,1
6675712,Dambokka-KU0156-H_A,-65.6,-9,tc34k4y1,1650,7.442056,80.340589,5,KU0156,Dambokka,L18_1,9,20,3,0,3,7.44128,80.339879,123,122,1,0.1165066,42.21559098,20,0,20,0.000776,0.00071,Ambepussa - Kurunegala Road,,trunk,asphalt,excellent,,2,,,,,,,832281221,ways_line,1,1063.858521,0.310002297,4
5472513,Pallepola-MT0017-H_A,-110.75,-10.5,tc376p5w,1650,7.642065,80.60057,4,MT0017,Pallepola,L18_1,70,40,1,2,3,7.633748,80.591956,384,496,112,1.325332872,45.74921213,40,0,40,0.008317,0.008614,,,,,,,,,,,,,,,,0,719.664917,0,1
5788929,Oddusudan_West-MU0053-H_B,-57,-6.5,tc97ew0t,1650,9.086555,80.662574,1,MU0053,Oddusudan_West,L18_2,70,140,2,0,2,9.119667,80.635509,55,53,2,4.731449613,141.0914591,140,90,50,-0.033112,0.027065,,,,,,,,,,,,,,,,0,34.20034409,0.250003815,2
6563408,Mancholai-MU0101-P_A,-97,-11,tc9kqx3c,525,9.22469,80.796191,1,MU0101,Mancholai,L21_1,60,180,3,0,3,9.23086,80.8011,26,11,15,0.872348742,218.1439167,180,180,0,-0.00617,-0.004909,,,residential,,,,,,,,,,,133537301,ways_line,1,911.9690552,0.440009147,6
6563408,Mancholai-MU0101-P_A,-97,-11,tc9kqx3c,525,9.22469,80.796191,1,MU0101,Mancholai,L21_1,60,180,3,0,3,9.23086,80.8011,26,11,15,0.872348742,218.1439167,180,180,0,-0.00617,-0.004909,,,residential,,,,,,,,,,,133537276,ways_line,1,911.9690552,0.440009147,6
6563408,Mancholai-MU0101-P_A,-97,-11,tc9kqx3c,525,9.22469,80.796191,1,MU0101,Mancholai,L21_1,60,180,3,0,3,9.23086,80.8011,26,11,15,0.872348742,218.1439167,180,180,0,-0.00617,-0.004909,,,residential,,,,,,,,,,,133537277,ways_line,1,911.9690552,0.440009147,6
6563408,Mancholai-MU0101-P_A,-97,-11,tc9kqx3c,525,9.22469,80.796191,1,MU0101,Mancholai,L21_1,60,180,3,0,3,9.23086,80.8011,26,11,15,0.872348742,218.1439167,180,180,0,-0.00617,-0.004909,,,unclassified,,,,,,,,,,,659852537,ways_line,1,911.9690552,0.440009147,6
6377984,Manic_Farm_South-VA0017-H_A,-94.14,-12.05,tc91d89v,1650,8.704883,80.268613,778,VA0017,Manic_Farm_South,L18_1,40,310,2,0,2,8.69824,80.262571,55,53,2,0.993311627,41.95698374,310,270,40,0.006643,0.006042,,,residential,,,,,,,,,,,198376259,ways_line,1,500.7585449,0.740016758,24
5406251,Horowpathana-AN0166-B_D,-53.5,-6,tc92xnd4,3750,8.561531,80.818491,1,AN0166,Horowpathana,L9_4,75,315,4,0,4,8.547751,80.831685,81,70,11,2.110121357,316.5656375,315,270,45,0.01378,-0.013194,,,living_street,,,,,,,,,,,583309314,ways_line,1,590.7410278,0.190005347,22
5490730,Anuradhapura_Airport-AN0016-B_C,-108.45,-13.69,tc3pjz52,3750,8.300188,80.41347,104,AN0016,Anuradhapura_Airport,L9_3,32,240,2,1,3,8.307521,80.419824,102,109,7,1.074076807,220.6105652,240,180,60,-0.007333,-0.006354,,,residential,,,,,,,,,,,107705717,ways_line,1,3728.19043,0.059998475,4
5490730,Anuradhapura_Airport-AN0016-B_C,-108.45,-13.69,tc3pjz52,3750,8.300188,80.41347,104,AN0016,Anuradhapura_Airport,L9_3,32,240,2,1,3,8.307521,80.419824,102,109,7,1.074076807,220.6105652,240,180,60,-0.007333,-0.006354,,,residential,,,,,,,,,,,129153964,ways_line,1,3728.19043,0.059998475,4
5490730,Anuradhapura_Airport-AN0016-B_C,-108.45,-13.69,tc3pjz52,3750,8.300188,80.41347,104,AN0016,Anuradhapura_Airport,L9_3,32,240,2,1,3,8.307521,80.419824,102,109,7,1.074076807,220.6105652,240,180,60,-0.007333,-0.006354,,,tertiary,,,,,,,,,,,107703657,ways_line,1,3728.19043,0.059998475,4
6468357,Alubogahawatta-KL0258-H_B,-104.29,-9.71,tc0uzmp1,1650,6.487697,80.133183,8,KL0258,Alubogahawatta,L18_2,50,160,3,0,3,6.50792,80.13784,69,139,70,2.306804716,192.8878771,160,90,70,-0.020223,-0.004657,,,service,,,,,,,,,,,797822421,ways_line,1,370.7501221,1,1
6638850,Kumbuke-KL0070-H_B,-110,-15,tc0ykdbp,1650,6.740046,80.002467,1,KL0070,Kumbuke,L18_2,60,230,3,0,3,6.73719,80.012258,28,38,10,1.126863335,286.369437,230,180,50,0.002856,-0.009791,,,residential,,,,,,,,,,,541470636,ways_line,1,1133.761963,0.380010694,30
5478660,Dimbula-NU0084-H_2A,-124.67,-15,tc1re02s,1650,6.945451,80.640456,4,NU0084,Dimbula,L18_11,15,120,3,2,5,6.986114,80.609939,1213,1474,261,5.638218156,143.3140206,120,90,30,-0.040663,0.030517,Avissawella - Hatton - Nuwara Eliya Road,,trunk,asphalt,,,2,,,,,,,572191626,ways_line,1,758.0449829,0,10
6255874,Wilpita_Junction-MR0110-H_B,-86,-6,tc168nhn,1650,6.098471,80.513547,2,MR0110,Wilpita_Junction,L18_2,40,270,3,0,3,6.100622,80.516629,29,40,11,0.416324865,234.9352616,270,270,0,-0.002151,-0.003082,,,,,,,,,,,,,,,,0,423.8233643,1,12
6203650,Kahawatta_Town-RA0185-H_B,-96,-13,tc1m3sfs,1650,6.574751,80.577364,3,RA0185,Kahawatta_Town,L18_2,50,105,2,0,2,6.574121,80.573005,131,182,51,0.486580425,81.72213316,105,90,15,0.00063,0.004359,,,,,,,,,,,,,,,,0,1746.377808,0,16
6081539,Kithulgala_South-KE0082-H_C,-106.33,-12,tc1pu9vr,1650,6.998151,80.361257,6,KE0082,Kithulgala_South,L18_3,45,125,5,0,5,6.987706,80.382996,66,343,277,2.665612512,295.8317318,125,90,35,0.010445,-0.021739,Avissawella - Hatton - Nuwara Eliya Road,,trunk,asphalt,,,,,,,,,,515714575,ways_line,1,611.6296387,0,15
6686470,Kegalle_South-KE0260-H_4C,-96.59,-9.88,tc31hwc0,1650,7.244206,80.355636,190,KE0260,Kegalle_South,L18_3333,50,280,6,0,6,7.247737,80.351124,176,196,20,0.633930418,128.2689149,280,270,10,-0.003531,0.004512,,,,,,,,,,,,,,,,0,1213.099243,0,1
5163040,Peliyagoda-GM0040-H_4C,-63.48,-10.25,tc0z9gb4,1650,6.964337,79.881723,103,GM0040,Peliyagoda,L18_3333,45.9,235,5,0,5,6.963055,79.882777,8,4,4,0.183996876,320.782592,235,180,55,0.001282,-0.001054,Colombo - Negombo Road,,trunk,,,,2,yes,,,,,,445223685,ways_line,1,13581.79297,0.800015271,45
5163040,Peliyagoda-GM0040-H_4C,-63.48,-10.25,tc0z9gb4,1650,6.964337,79.881723,103,GM0040,Peliyagoda,L18_3333,45.9,235,5,0,5,6.963055,79.882777,8,4,4,0.183996876,320.782592,235,180,55,0.001282,-0.001054,Colombo - Negombo Road,,trunk,,,,2,yes,,,,,,26699190,ways_line,1,13581.79297,0.800015271,45
5163040,Peliyagoda-GM0040-H_4C,-63.48,-10.25,tc0z9gb4,1650,6.964337,79.881723,103,GM0040,Peliyagoda,L18_3333,45.9,235,5,0,5,6.963055,79.882777,8,4,4,0.183996876,320.782592,235,180,55,0.001282,-0.001054,,,service,pebblestone,,,,,,,,,,1304882312,ways_line,1,13581.79297,0.800015271,45
5286912,Wanawasala-GM0049-H_A,-19.4,-2.2,tc0zdnsv,1650,6.979985,79.899309,1,GM0049,Wanawasala,L18_1,30,100,4,1,5,6.974444,79.897222,10,8,2,0.65778147,20.49851054,100,90,10,0.005541,0.002087,,,living_street,,,,,,,,,,,539171118,ways_line,1,7767.05127,0.250003815,17
5286912,Wanawasala-GM0049-H_A,-19.4,-2.2,tc0zdnsv,1650,6.979985,79.899309,1,GM0049,Wanawasala,L18_1,30,100,4,1,5,6.974444,79.897222,10,8,2,0.65778147,20.49851054,100,90,10,0.005541,0.002087,Colombo - Katunayake Expressway,,motorway,asphalt,,,2,yes,,,Bing,,,259804722,ways_line,1,7767.05127,0.250003815,17
5286912,Wanawasala-GM0049-H_A,-19.4,-2.2,tc0zdnsv,1650,6.979985,79.899309,1,GM0049,Wanawasala,L18_1,30,100,4,1,5,6.974444,79.897222,10,8,2,0.65778147,20.49851054,100,90,10,0.005541,0.002087,Colombo - Katunayake Expressway,,motorway,asphalt,,,2,yes,,,Bing,,,352029400,ways_line,1,7767.05127,0.250003815,17
5297921,Kerawalapitiya-GM0145-H_B,-56.9,-9,tc0zcgdy,1650,7.007684,79.88553,32,GM0145,Kerawalapitiya,L18_2,30,140,6,0,6,7.009283,79.884919,9,3,6,0.19015841,159.2302948,140,90,50,-0.001599,0.000611,,,residential,asphalt,,,,,,,,,,552486173,ways_line,1,8449.273438,0.310002297,44
5297921,Kerawalapitiya-GM0145-H_B,-56.9,-9,tc0zcgdy,1650,7.007684,79.88553,32,GM0145,Kerawalapitiya,L18_2,30,140,6,0,6,7.009283,79.884919,9,3,6,0.19015841,159.2302948,140,90,50,-0.001599,0.000611,Greenwood Terrace,,residential,asphalt,,,,,,,,,,180546461,ways_line,1,8449.273438,0.310002297,44
5302107,Thambiligasmulla-GM0213-P_2B,-100.29,-10.71,tc0zejgu,525,6.975668,79.941914,104,GM0213,Thambiligasmulla,L21_22,25,120,4,0,4,6.978611,79.936666,25,26,1,0.665279878,119.4647756,120,90,30,-0.002943,0.005248,,,residential,,,,,,,,,,,377158873,ways_line,1,5936.885742,0.930006862,2
5302107,Thambiligasmulla-GM0213-P_2B,-100.29,-10.71,tc0zejgu,525,6.975668,79.941914,104,GM0213,Thambiligasmulla,L21_22,25,120,4,0,4,6.978611,79.936666,25,26,1,0.665279878,119.4647756,120,90,30,-0.002943,0.005248,,,living_street,,,,,,,,,,,521728007,ways_line,1,5936.885742,0.930006862,2
5409116,Mahara_North-GM0162-P_2C,0,0,tc0zg0dt,525,6.990957,79.940101,0,GM0162,Mahara_North,L21_33,25,270,2,0,2,6.993055,79.943611,27,30,3,0.452211322,238.9438936,270,270,0,-0.002098,-0.00351,,,residential,,,,,,,,,,,326235176,ways_line,1,4195.350586,0.500007629,3
5409116,Mahara_North-GM0162-P_2C,0,0,tc0zg0dt,525,6.990957,79.940101,0,GM0162,Mahara_North,L21_33,25,270,2,0,2,6.993055,79.943611,27,30,3,0.452211322,238.9438936,270,270,0,-0.002098,-0.00351,,,service,paved,,,,,,,,,,696015361,ways_line,1,4195.350586,0.500007629,3
5409116,Mahara_North-GM0162-P_2C,0,0,tc0zg0dt,525,6.990957,79.940101,0,GM0162,Mahara_North,L21_33,25,270,2,0,2,6.993055,79.943611,27,30,3,0.452211322,238.9438936,270,270,0,-0.002098,-0.00351,Colombo - Kandy Road,,trunk,,,,2,yes,,,,,,293065139,ways_line,1,4195.350586,0.500007629,3
5529858,Natuduwa-GM0215-H_C,-95,-10.67,tc0zdrrn,1650,6.984302,79.913269,6,GM0215,Natuduwa,L18_3,40,180,4,1,5,6.986713,79.919157,13,14,1,0.702983106,247.5822911,180,180,0,-0.002411,-0.005888,,,residential,,,,,,,,,,,504297468,ways_line,1,7929.239746,0.310002297,1
5529858,Natuduwa-GM0215-H_C,-95,-10.67,tc0zdrrn,1650,6.984302,79.913269,6,GM0215,Natuduwa,L18_3,40,180,4,1,5,6.986713,79.919157,13,14,1,0.702983106,247.5822911,180,180,0,-0.002411,-0.005888,,,living_street,,,,,,,,,,,504297462,ways_line,1,7929.239746,0.310002297,1
5529858,Natuduwa-GM0215-H_C,-82.08,-11.83,tc0zdrqz,1650,6.984482,79.913087,33,GM0215,Natuduwa,L18_3,40,180,4,1,5,6.986713,79.919157,13,14,1,0.714398405,249.6810758,180,180,0,-0.002231,-0.00607,,,residential,,,,,,,,,,,504297468,ways_line,1,7929.239746,0.310002297,1
5529858,Natuduwa-GM0215-H_C,-82.08,-11.83,tc0zdrqz,1650,6.984482,79.913087,33,GM0215,Natuduwa,L18_3,40,180,4,1,5,6.986713,79.919157,13,14,1,0.714398405,249.6810758,180,180,0,-0.002231,-0.00607,,,living_street,,,,,,,,,,,504297462,ways_line,1,7929.239746,0.310002297,1
5537066,Duriyangahadeniya-GM0416-B_C,0,0,tc2c64hv,3750,7.262911,79.899309,0,GM0416,Duriyangahadeniya,L9_3,60,350,3,2,5,7.261944,79.898888,20,23,3,0.117124609,23.3582533,350,270,80,0.000967,0.000421,,,unclassified,,,,,,,,,,,387318656,ways_line,1,1550.992065,0.920012236,56
5537066,Duriyangahadeniya-GM0416-B_C,0,0,tc2c64hv,3750,7.262911,79.899309,0,GM0416,Duriyangahadeniya,L9_3,60,350,3,2,5,7.261944,79.898888,20,23,3,0.117124609,23.3582533,350,270,80,0.000967,0.000421,,,residential,,,,,,,,,,,387318796,ways_line,1,1550.992065,0.920012236,56
5537066,Duriyangahadeniya-GM0416-B_C,0,0,tc2c64hv,3750,7.262911,79.899309,0,GM0416,Duriyangahadeniya,L9_3,60,350,3,2,5,7.261944,79.898888,20,23,3,0.117124609,23.3582533,350,270,80,0.000967,0.000421,,,residential,,,,,,,,,,,387318850,ways_line,1,1550.992065,0.920012236,56
5783554,Wathurugama-GM0229-H_C,-95,-9.33,tc2bnsrg,1650,7.055168,80.101275,9,GM0229,Wathurugama,L18_3,60,215,0,1,1,7.057222,80.0975,40,42,2,0.47508342,118.7338937,215,180,35,-0.002054,0.003775,,,,,,,,,,,,,,,,0,829.5769653,0,7
6284547,Negombo_Ranwala_Rd-GM0808-H_D,-97.53,-12.76,tc2c0vk0,1650,7.235932,79.843469,32,GM0808,Negombo_Ranwala_Rd,L18_4,21,320,3,2,5,7.23287,79.844621,11,10,1,0.363420382,339.5330062,320,270,50,0.003062,-0.001152,School Lane,,residential,,,,,,,,,,,209489883,ways_line,1,6071.123047,0.380010694,5
6595113,Naranwala_South-GM0589-B_B,-101.5,-10,tc0ztnb4,3750,6.980884,80.024586,2,GM0589,Naranwala_South,L9_2,50,160,2,0,2,6.992018,80.028959,32,38,6,1.328796395,201.2983229,160,90,70,-0.011134,-0.004373,,,residential,,,,,,,,,,,377688721,ways_line,1,1907.33252,0.690012991,1
6595113,Naranwala_South-GM0589-B_B,-101.5,-10,tc0ztnb4,3750,6.980884,80.024586,2,GM0589,Naranwala_South,L9_2,50,160,2,0,2,6.992018,80.028959,32,38,6,1.328796395,201.2983229,160,90,70,-0.011134,-0.004373,Delgoda - Dompe - Giridara Road,,secondary,,,,,,,,,,,306009191,ways_line,1,1907.33252,0.690012991,1
5121795,Thummulla-CM0173-H_D,-71.55,-10.4,tc0z1prd,1650,6.895809,79.859061,19,CM0173,Thummulla,L18_4,32,280,5,0,5,6.894562,79.86113,13,15,2,0.267193615,301.2619568,280,270,10,0.001247,-0.002069,Reid Avenue,,residential,,,,,,,,,,,53730058,ways_line,1,5546.224609,0.310002297,3
5121795,Thummulla-CM0173-H_D,-71.55,-10.4,tc0z1prd,1650,6.895809,79.859061,19,CM0173,Thummulla,L18_4,32,280,5,0,5,6.894562,79.86113,13,15,2,0.267193615,301.2619568,280,270,10,0.001247,-0.002069,38th Lane,,residential,asphalt,,,,,,,,,,53730059,ways_line,1,5546.224609,0.310002297,3
5121795,Thummulla-CM0173-H_D,-71.55,-10.4,tc0z1prd,1650,6.895809,79.859061,19,CM0173,Thummulla,L18_4,32,280,5,0,5,6.894562,79.86113,13,15,2,0.267193615,301.2619568,280,270,10,0.001247,-0.002069,Laurie's Road,,residential,,,,,yes,,,,,,50001648,ways_line,1,5546.224609,0.310002297,3
5121795,Thummulla-CM0173-H_D,-71.55,-10.4,tc0z1prd,1650,6.895809,79.859061,19,CM0173,Thummulla,L18_4,32,280,5,0,5,6.894562,79.86113,13,15,2,0.267193615,301.2619568,280,270,10,0.001247,-0.002069,Reid Avenue,,residential,asphalt,,,,,,,,,,378845989,ways_line,1,5546.224609,0.310002297,3
5121795,Thummulla-CM0173-H_D,-73.03,-11.22,tc0z1pry,1650,6.896348,79.859423,70,CM0173,Thummulla,L18_4,32,280,5,0,5,6.894562,79.86113,16,15,1,0.273766447,316.5034393,280,270,10,0.001786,-0.001707,Reid Avenue,,residential,asphalt,,,,,,,,,,378845989,ways_line,1,5546.224609,0.310002297,8
5121795,Thummulla-CM0173-H_D,-73.03,-11.22,tc0z1pry,1650,6.896348,79.859423,70,CM0173,Thummulla,L18_4,32,280,5,0,5,6.894562,79.86113,16,15,1,0.273766447,316.5034393,280,270,10,0.001786,-0.001707,,,service,,,,,,,,,,,853177130,ways_line,1,5546.224609,0.310002297,8
5130004,Maligakanda-CM0059-H_2A,-53.38,-7.15,tc0z3ktv,1650,6.925126,79.867582,185,CM0059,Maligakanda,L18_11,28,40,6,1,7,6.924972,79.86719,13,14,1,0.046535593,68.40908094,40,0,40,0.000154,0.000392,2nd Maligakanda Mawatha,,residential,,,,,,,,,,,54062627,ways_line,1,22858.91406,0.800015271,18
5175592,Madiwela-CM0215-B_A,0,0,tc0z4kzg,3750,6.882139,79.914357,0,CM0215,Madiwela,L9_1,22,0,6,1,7,6.880492,79.917981,12,23,11,0.439992762,294.596996,0,0,0,0.001647,-0.003624,Raja Maha Vihara Road,,tertiary,asphalt,,,,,,,,,,50132706,ways_line,1,11159.47754,0.059998475,17
5175592,Madiwela-CM0215-B_A,0,0,tc0z4kzg,3750,6.882139,79.914357,0,CM0215,Madiwela,L9_1,22,0,6,1,7,6.880492,79.917981,12,23,11,0.439992762,294.596996,0,0,0,0.001647,-0.003624,Pitakotte-Thalawathugoda Road,,secondary,asphalt,good,,2,,,,,,,1118076890,ways_line,1,11159.47754,0.059998475,17
5175592,Madiwela-CM0215-B_A,0,0,tc0z4kzg,3750,6.882139,79.914357,0,CM0215,Madiwela,L9_1,22,0,6,1,7,6.880492,79.917981,12,23,11,0.439992762,294.596996,0,0,0,0.001647,-0.003624,,,residential,,,,,,,,,,,1121651689,ways_line,1,11159.47754,0.059998475,17
5434887,Pallimulla-CM0495-H_2A,-112,-13.67,tc0yd1q2,1650,6.77458,79.901303,21,CM0495,Pallimulla,L18_11,45,10,5,1,6,6.740677,79.895071,14,10,4,3.832135131,10.34459269,10,0,10,0.033903,0.006232,,,living_street,,,,,,,,,,,541340796,ways_line,1,503.4750366,0.380010694,22
5434887,Pallimulla-CM0495-H_2A,-112,-13.67,tc0yd1q2,1650,6.77458,79.901303,21,CM0495,Pallimulla,L18_11,45,10,5,1,6,6.740677,79.895071,14,10,4,3.832135131,10.34459269,10,0,10,0.033903,0.006232,,,living_street,,,,,,,,,,,541340797,ways_line,1,503.4750366,0.380010694,22
5434887,Pallimulla-CM0495-H_2A,-112,-13.67,tc0yd1q2,1650,6.77458,79.901303,21,CM0495,Pallimulla,L18_11,45,10,5,1,6,6.740677,79.895071,14,10,4,3.832135131,10.34459269,10,0,10,0.033903,0.006232,,,living_street,,,,,,,,,,,541340802,ways_line,1,503.4750366,0.380010694,22
5434887,Pallimulla-CM0495-H_2A,-112,-13.67,tc0yd1q2,1650,6.77458,79.901303,21,CM0495,Pallimulla,L18_11,45,10,5,1,6,6.740677,79.895071,14,10,4,3.832135131,10.34459269,10,0,10,0.033903,0.006232,Ihala Indibedda Road,,residential,,,,,,,,,,,109410419,ways_line,1,503.4750366,0.380010694,22
5824512,Marys_Rd_Lamp-CM5005-H_A,-59.17,-9.77,tc0z1ht6,1650,6.8807,79.85616,186,CM5005,Marys_Rd_Lamp,L18_1,12,80,7,0,7,6.880676,79.856077,4,4,0,0.009543431,73.76156702,80,0,80,2.40E-05,8.30E-05,Mary's Road,,residential,asphalt,good,,1,yes,,,,,,52502364,ways_line,1,6916.147949,0.570016026,26
5824512,Marys_Rd_Lamp-CM5005-H_A,-59.17,-9.77,tc0z1ht6,1650,6.8807,79.85616,186,CM5005,Marys_Rd_Lamp,L18_1,12,80,7,0,7,6.880676,79.856077,4,4,0,0.009543431,73.76156702,80,0,80,2.40E-05,8.30E-05,Marine Drive,,tertiary,asphalt,excellent,,4,,,,,,,682185304,ways_line,1,6916.147949,0.570016026,26
6252329,Malapalla_North-CM1667-B_B,-22.17,-2.67,tc0ygy1j,3750,6.845447,79.970922,2,CM1667,Malapalla_North,L9_2,21,160,3,0,3,6.84563,79.971044,41,41,0,0.024402548,213.5011426,160,90,70,-0.000183,-0.000122,,,residential,,,,,,,,,,,52372736,ways_line,1,5043.810059,0.250003815,30
6252329,Malapalla_North-CM1667-B_B,-22.17,-2.67,tc0ygy1j,3750,6.845447,79.970922,2,CM1667,Malapalla_North,L9_2,21,160,3,0,3,6.84563,79.971044,41,41,0,0.024402548,213.5011426,160,90,70,-0.000183,-0.000122,Athurugiriya-Kottawa Road,,secondary,asphalt,,,2,,,,,,,469625902,ways_line,1,5043.810059,0.250003815,30
6252329,Malapalla_North-CM1667-B_B,-22.17,-2.67,tc0ygy1j,3750,6.845447,79.970922,2,CM1667,Malapalla_North,L9_2,21,160,3,0,3,6.84563,79.971044,41,41,0,0.024402548,213.5011426,160,90,70,-0.000183,-0.000122,Malabe-Kottawa Road,,secondary,asphalt,,,2,,,,Yahoo,,,46897697,ways_line,1,5043.810059,0.250003815,30
6437889,Weniwelkola-CM1082-H_A,-107,-10,tc0y7z91,1650,6.765047,79.971103,2,CM1082,Weniwelkola,L18_1,50,40,3,1,4,6.76307,79.97157,20,17,3,0.225799433,346.7987001,40,0,40,0.001977,-0.000467,,,residential,,,,,,,,,,,950067497,ways_line,1,1505.654297,0.440009147,1
5309480,Kopai-JA0004-B_A,-122.5,-16,tc8zq1ch,3750,9.722375,80.06991,5,JA0004,Kopai,L9_1,50,40,2,0,2,9.707293,80.0677,12,10,2,1.694443409,8.218267671,40,0,40,0.015082,0.00221,,,residential,,,,,,,,,,,377058155,ways_line,1,463.4981079,0,7
5412096,Karainagar-JA0012-H_A,-116.5,-14,tc8z38cx,1650,9.717338,79.872839,2,JA0012,Karainagar,L18_1,28,20,3,0,3,9.711738,79.860998,11,4,7,1.439435828,64.36669353,20,0,20,0.0056,0.011841,,,track,,,,,,,,,,,554006679,ways_line,1,341.8729858,0.130006865,16
5763860,Erukkulampiddi-MA0029-H_2A,-106,-10,tc8g3u2u,1650,9.032955,79.882629,1,MA0029,Erukkulampiddi,L18_11,70,50,3,0,3,9.028008,79.868706,7,11,4,1.624918867,70.21166142,50,0,50,0.004947,0.013923,,,residential,,,,,,,,,,,197793848,ways_line,1,288.0076294,0.440009147,112
5763860,Erukkulampiddi-MA0029-H_2A,-106,-10,tc8g3u2u,1650,9.032955,79.882629,1,MA0029,Erukkulampiddi,L18_11,70,50,3,0,3,9.028008,79.868706,7,11,4,1.624918867,70.21166142,50,0,50,0.004947,0.013923,,,tertiary,,,,,,,,,,,621271049,ways_line,1,288.0076294,0.440009147,112
5763860,Erukkulampiddi-MA0029-H_2A,-106,-10,tc8g3u2u,1650,9.032955,79.882629,1,MA0029,Erukkulampiddi,L18_11,70,50,3,0,3,9.028008,79.868706,7,11,4,1.624918867,70.21166142,50,0,50,0.004947,0.013923,,,residential,,,,,,,,,,,197793512,ways_line,1,288.0076294,0.440009147,112
5763860,Erukkulampiddi-MA0029-H_2A,-106,-10,tc8g3u2u,1650,9.032955,79.882629,1,MA0029,Erukkulampiddi,L18_11,70,50,3,0,3,9.028008,79.868706,7,11,4,1.624918867,70.21166142,50,0,50,0.004947,0.013923,,,residential,,,,,,,,,,,197794004,ways_line,1,288.0076294,0.440009147,112
5871106,Kumburupiddy-TR0034-H_C,-115.4,-11.8,tc9dq38b,1650,8.8414,81.135219,37,TR0034,Kumburupiddy,L18_3,70,330,2,0,2,8.75179,81.14786,0,12,12,10.06053566,352.0646508,330,270,60,0.08961,-0.012641,,,,,,,,,,,,,,,,0,0,1,1
5223210,Samanthurai-AM0014-H_4C,-101.33,-12.19,tc61vmhc,1650,7.366513,81.800039,62,AM0014,Samanthurai,L18_3333,60,270,3,2,5,7.361431,81.802203,14,26,12,0.613416053,337.1055885,270,270,0,0.005082,-0.002164,Alivaniyar Road,,residential,,,,,,,1,,,,286932775,ways_line,1,8379.639648,1,1
5223210,Samanthurai-AM0014-H_4C,-101.33,-12.19,tc61vmhc,1650,7.366513,81.800039,62,AM0014,Samanthurai,L18_3333,60,270,3,2,5,7.361431,81.802203,14,26,12,0.613416053,337.1055885,270,270,0,0.005082,-0.002164,,,living_street,,,,,,,,,,,461546507,ways_line,1,8379.639648,1,1
5223210,Samanthurai-AM0014-H_4C,-101.33,-12.19,tc61vmhc,1650,7.366513,81.800039,62,AM0014,Samanthurai,L18_3333,60,270,3,2,5,7.361431,81.802203,14,26,12,0.613416053,337.1055885,270,270,0,0.005082,-0.002164,MP Road,,residential,,,,,,,,,,,286932779,ways_line,1,8379.639648,1,1
5223210,Samanthurai-AM0014-H_4C,-86.55,-10.64,tc61vt82,1650,7.369211,81.804572,9,AM0014,Samanthurai,L18_3333,60,270,3,2,5,7.361431,81.802203,14,26,12,0.903682547,16.80344372,270,270,0,0.00778,0.002369,Vampady Road,,residential,,,,,,,,,,,288660482,ways_line,1,8379.639648,1,1
5223210,Samanthurai-AM0014-H_4C,-86.55,-10.64,tc61vt82,1650,7.369211,81.804572,9,AM0014,Samanthurai,L18_3333,60,270,3,2,5,7.361431,81.802203,14,26,12,0.903682547,16.80344372,270,270,0,0.00778,0.002369,,,living_street,,,,,,,,,,,461546509,ways_line,1,8379.639648,1,1
