Cell_ID,Cell Name,RSRP,RSRQ,Geohash,EARFCN_DL,Latitude_of_MDT,Longitude_of_MDT,MR_Count,Site ID,Site Name (from MAIN DATA),Cell ID,Antenna Height,Azimuth,E Tilt,M Tilt,Tilt,Latitude_of_Site,Longitude_of_Site,MDT height from MSL,Site height from MSL,Height Difference,Horizontal Distance,Angle_from_North,Azimuth_to_nearest_5_degrees,Reduced_Amount,Normalized_Azimuth,Latitude_Difference,Longitude_Difference,name,name:en,highway,surface,smoothness,width,lanes,oneway,bridge,layer,source,name:si,name:ta,osm_id,osm_type,Road_Coverage,Population_Density,geohash,total_population,population_density
5529858,Natuduwa-GM0215-H_C,-82.08,-11.83,tc0zdrqz,1650,6.984482,79.913087,33,GM0215,Natuduwa,L18_3,40.0,180.0,4,1.0,5.0,6.986713,79.919157,13,14,1,0.714398405,249.6810758,180,180,0,-0.002231,-0.00607,,,residential,,,,,,,,,,,504297468.0,ways_line,1,7929.239746,tc0zdrqz,0,0.0
5529858,Natuduwa-GM0215-H_C,-82.08,-11.83,tc0zdrqz,1650,6.984482,79.913087,33,GM0215,Natuduwa,L18_3,40.0,180.0,4,1.0,5.0,6.986713,79.919157,13,14,1,0.714398405,249.6810758,180,180,0,-0.002231,-0.00607,,,living_street,,,,,,,,,,,504297462.0,ways_line,1,7929.239746,tc0zdrqz,0,0.0
5537066,Duriyangahadeniya-GM0416-B_C,0.0,0.0,tc2c64hv,3750,7.262911,79.899309,0,GM0416,Duriyangahadeniya,L9_3,60.0,350.0,3,2.0,5.0,7.261944,79.898888,20,23,3,0.117124609,23.3582533,350,270,80,0.000967,0.000421,,,unclassified,,,,,,,,,,,387318656.0,ways_line,1,1550.992065,tc2c64hv,0,0.0
5537066,Duriyangahadeniya-GM0416-B_C,0.0,0.0,tc2c64hv,3750,7.262911,79.899309,0,GM0416,Duriyangahadeniya,L9_3,60.0,350.0,3,2.0,5.0,7.261944,79.898888,20,23,3,0.117124609,23.3582533,350,270,80,0.000967,0.000421,,,residential,,,,,,,,,,,387318796.0,ways_line,1,1550.992065,tc2c64hv,0,0.0
5537066,Duriyangahadeniya-GM0416-B_C,0.0,0.0,tc2c64hv,3750,7.262911,79.899309,0,GM0416,Duriyangahadeniya,L9_3,60.0,350.0,3,2.0,5.0,7.261944,79.898888,20,23,3,0.117124609,23.3582533,350,270,80,0.000967,0.000421,,,residential,,,,,,,,,,,387318850.0,ways_line,1,1550.992065,tc2c64hv,0,0.0
5783554,Wathurugama-GM0229-H_C,-95.0,-9.33,tc2bnsrg,1650,7.055168,80.101275,9,GM0229,Wathurugama,L18_3,60.0,215.0,0,1.0,1.0,7.057222,80.0975,40,42,2,0.47508342,118.7338937,215,180,35,-0.002054,0.003775,,,,,,,,,,,,,,,,0,829.5769653,tc2bnsrg,0,0.0
6284547,Negombo_Ranwala_Rd-GM0808-H_D,-97.53,-12.76,tc2c0vk0,1650,7.235932,79.843469,32,GM0808,Negombo_Ranwala_Rd,L18_4,21.0,320.0,3,2.0,5.0,7.23287,79.844621,11,10,1,0.363420382,339.5330062,320,270,50,0.003062,-0.001152,School Lane,,residential,,,,,,,,,,,209489883.0,ways_line,1,6071.123047,tc2c0vk0,0,0.0
6595113,Naranwala_South-GM0589-B_B,-101.5,-10.0,tc0ztnb4,3750,6.980884,80.024586,2,GM0589,Naranwala_South,L9_2,50.0,160.0,2,0.0,2.0,6.992018,80.028959,32,38,6,1.328796395,201.2983229,160,90,70,-0.011134,-0.004373,,,residential,,,,,,,,,,,377688721.0,ways_line,1,1907.33252,tc0ztnb4,0,0.0
6595113,Naranwala_South-GM0589-B_B,-101.5,-10.0,tc0ztnb4,3750,6.980884,80.024586,2,GM0589,Naranwala_South,L9_2,50.0,160.0,2,0.0,2.0,6.992018,80.028959,32,38,6,1.328796395,201.2983229,160,90,70,-0.011134,-0.004373,Delgoda - Dompe - Giridara Road,,secondary,,,,,,,,,,,306009191.0,ways_line,1,1907.33252,tc0ztnb4,0,0.0
5121795,Thummulla-CM0173-H_D,-71.55,-10.4,tc0z1prd,1650,6.895809,79.859061,19,CM0173,Thummulla,L18_4,32.0,280.0,5,0.0,5.0,6.894562,79.86113,13,15,2,0.267193615,301.2619568,280,270,10,0.001247,-0.002069,Reid Avenue,,residential,,,,,,,,,,,53730058.0,ways_line,1,5546.224609,tc0z1prd,0,0.0
5121795,Thummulla-CM0173-H_D,-71.55,-10.4,tc0z1prd,1650,6.895809,79.859061,19,CM0173,Thummulla,L18_4,32.0,280.0,5,0.0,5.0,6.894562,79.86113,13,15,2,0.267193615,301.2619568,280,270,10,0.001247,-0.002069,38th Lane,,residential,asphalt,,,,,,,,,,53730059.0,ways_line,1,5546.224609,tc0z1prd,0,0.0
5121795,Thummulla-CM0173-H_D,-71.55,-10.4,tc0z1prd,1650,6.895809,79.859061,19,CM0173,Thummulla,L18_4,32.0,280.0,5,0.0,5.0,6.894562,79.86113,13,15,2,0.267193615,301.2619568,280,270,10,0.001247,-0.002069,Laurie's Road,,residential,,,,,yes,,,,,,50001648.0,ways_line,1,5546.224609,tc0z1prd,0,0.0
5121795,Thummulla-CM0173-H_D,-71.55,-10.4,tc0z1prd,1650,6.895809,79.859061,19,CM0173,Thummulla,L18_4,32.0,280.0,5,0.0,5.0,6.894562,79.86113,13,15,2,0.267193615,301.2619568,280,270,10,0.001247,-0.002069,Reid Avenue,,residential,asphalt,,,,,,,,,,378845989.0,ways_line,1,5546.224609,tc0z1prd,0,0.0
5121795,Thummulla-CM0173-H_D,-73.03,-11.22,tc0z1pry,1650,6.896348,79.859423,70,CM0173,Thummulla,L18_4,32.0,280.0,5,0.0,5.0,6.894562,79.86113,16,15,1,0.273766447,316.5034393,280,270,10,0.001786,-0.001707,Reid Avenue,,residential,asphalt,,,,,,,,,,378845989.0,ways_line,1,5546.224609,tc0z1pry,0,0.0
5121795,Thummulla-CM0173-H_D,-73.03,-11.22,tc0z1pry,1650,6.896348,79.859423,70,CM0173,Thummulla,L18_4,32.0,280.0,5,0.0,5.0,6.894562,79.86113,16,15,1,0.273766447,316.5034393,280,270,10,0.001786,-0.001707,,,service,,,,,,,,,,,853177130.0,ways_line,1,5546.224609,tc0z1pry,0,0.0
5130004,Maligakanda-CM0059-H_2A,-53.38,-7.15,tc0z3ktv,1650,6.925126,79.867582,185,CM0059,Maligakanda,L18_11,28.0,40.0,6,1.0,7.0,6.924972,79.86719,13,14,1,0.046535593,68.40908094,40,0,40,0.000154,0.000392,2nd Maligakanda Mawatha,,residential,,,,,,,,,,,54062627.0,ways_line,1,22858.91406,tc0z3ktv,0,0.0
5175592,Madiwela-CM0215-B_A,0.0,0.0,tc0z4kzg,3750,6.882139,79.914357,0,CM0215,Madiwela,L9_1,22.0,0.0,6,1.0,7.0,6.880492,79.917981,12,23,11,0.439992762,294.596996,0,0,0,0.001647,-0.003624,Raja Maha Vihara Road,,tertiary,asphalt,,,,,,,,,,50132706.0,ways_line,1,11159.47754,tc0z4kzg,0,0.0
5175592,Madiwela-CM0215-B_A,0.0,0.0,tc0z4kzg,3750,6.882139,79.914357,0,CM0215,Madiwela,L9_1,22.0,0.0,6,1.0,7.0,6.880492,79.917981,12,23,11,0.439992762,294.596996,0,0,0,0.001647,-0.003624,Pitakotte-Thalawathugoda Road,,secondary,asphalt,good,,2.0,,,,,,,1118076890.0,ways_line,1,11159.47754,tc0z4kzg,0,0.0
5175592,Madiwela-CM0215-B_A,0.0,0.0,tc0z4kzg,3750,6.882139,79.914357,0,CM0215,Madiwela,L9_1,22.0,0.0,6,1.0,7.0,6.880492,79.917981,12,23,11,0.439992762,294.596996,0,0,0,0.001647,-0.003624,,,residential,,,,,,,,,,,1121651689.0,ways_line,1,11159.47754,tc0z4kzg,0,0.0
5434887,Pallimulla-CM0495-H_2A,-112.0,-13.67,tc0yd1q2,1650,6.77458,79.901303,21,CM0495,Pallimulla,L18_11,45.0,10.0,5,1.0,6.0,6.740677,79.895071,14,10,4,3.832135131,10.34459269,10,0,10,0.033903,0.006232,,,living_street,,,,,,,,,,,541340796.0,ways_line,1,503.4750366,tc0yd1q2,45,0.11842276
5434887,Pallimulla-CM0495-H_2A,-112.0,-13.67,tc0yd1q2,1650,6.77458,79.901303,21,CM0495,Pallimulla,L18_11,45.0,10.0,5,1.0,6.0,6.740677,79.895071,14,10,4,3.832135131,10.34459269,10,0,10,0.033903,0.006232,,,living_street,,,,,,,,,,,541340797.0,ways_line,1,503.4750366,tc0yd1q2,45,0.11842276
5434887,Pallimulla-CM0495-H_2A,-112.0,-13.67,tc0yd1q2,1650,6.77458,79.901303,21,CM0495,Pallimulla,L18_11,45.0,10.0,5,1.0,6.0,6.740677,79.895071,14,10,4,3.832135131,10.34459269,10,0,10,0.033903,0.006232,,,living_street,,,,,,,,,,,541340802.0,ways_line,1,503.4750366,tc0yd1q2,45,0.11842276
5434887,Pallimulla-CM0495-H_2A,-112.0,-13.67,tc0yd1q2,1650,6.77458,79.901303,21,CM0495,Pallimulla,L18_11,45.0,10.0,5,1.0,6.0,6.740677,79.895071,14,10,4,3.832135131,10.34459269,10,0,10,0.033903,0.006232,Ihala Indibedda Road,,residential,,,,,,,,,,,109410419.0,ways_line,1,503.4750366,tc0yd1q2,45,0.11842276
5824512,Marys_Rd_Lamp-CM5005-H_A,-59.17,-9.77,tc0z1ht6,1650,6.8807,79.85616,186,CM5005,Marys_Rd_Lamp,L18_1,12.0,80.0,7,0.0,7.0,6.880676,79.856077,4,4,0,0.009543431,73.76156702,80,0,80,2.4e-05,8.3e-05,Mary's Road,,residential,asphalt,good,,1.0,yes,,,,,,52502364.0,ways_line,1,6916.147949,tc0z1ht6,0,0.0
5824512,Marys_Rd_Lamp-CM5005-H_A,-59.17,-9.77,tc0z1ht6,1650,6.8807,79.85616,186,CM5005,Marys_Rd_Lamp,L18_1,12.0,80.0,7,0.0,7.0,6.880676,79.856077,4,4,0,0.009543431,73.76156702,80,0,80,2.4e-05,8.3e-05,Marine Drive,,tertiary,asphalt,excellent,,4.0,,,,,,,682185304.0,ways_line,1,6916.147949,tc0z1ht6,0,0.0
6252329,Malapalla_North-CM1667-B_B,-22.17,-2.67,tc0ygy1j,3750,6.845447,79.970922,2,CM1667,Malapalla_North,L9_2,21.0,160.0,3,0.0,3.0,6.84563,79.971044,41,41,0,0.024402548,213.5011426,160,90,70,-0.000183,-0.000122,,,residential,,,,,,,,,,,52372736.0,ways_line,1,5043.810059,tc0ygy1j,0,0.0
6252329,Malapalla_North-CM1667-B_B,-22.17,-2.67,tc0ygy1j,3750,6.845447,79.970922,2,CM1667,Malapalla_North,L9_2,21.0,160.0,3,0.0,3.0,6.84563,79.971044,41,41,0,0.024402548,213.5011426,160,90,70,-0.000183,-0.000122,Athurugiriya-Kottawa Road,,secondary,asphalt,,,2.0,,,,,,,469625902.0,ways_line,1,5043.810059,tc0ygy1j,0,0.0
6252329,Malapalla_North-CM1667-B_B,-22.17,-2.67,tc0ygy1j,3750,6.845447,79.970922,2,CM1667,Malapalla_North,L9_2,21.0,160.0,3,0.0,3.0,6.84563,79.971044,41,41,0,0.024402548,213.5011426,160,90,70,-0.000183,-0.000122,Malabe-Kottawa Road,,secondary,asphalt,,,2.0,,,,Yahoo,,,46897697.0,ways_line,1,5043.810059,tc0ygy1j,0,0.0
6437889,Weniwelkola-CM1082-H_A,-107.0,-10.0,tc0y7z91,1650,6.765047,79.971103,2,CM1082,Weniwelkola,L18_1,50.0,40.0,3,1.0,4.0,6.76307,79.97157,20,17,3,0.225799433,346.7987001,40,0,40,0.001977,-0.000467,,,residential,,,,,,,,,,,950067497.0,ways_line,1,1505.654297,tc0y7z91,0,0.0
5309480,Kopai-JA0004-B_A,-122.5,-16.0,tc8zq1ch,3750,9.722375,80.06991,5,JA0004,Kopai,L9_1,50.0,40.0,2,0.0,2.0,9.707293,80.0677,12,10,2,1.694443409,8.218267671,40,0,40,0.015082,0.00221,,,residential,,,,,,,,,,,377058155.0,ways_line,1,463.4981079,tc8zq1ch,0,0.0
5412096,Karainagar-JA0012-H_A,-116.5,-14.0,tc8z38cx,1650,9.717338,79.872839,2,JA0012,Karainagar,L18_1,28.0,20.0,3,0.0,3.0,9.711738,79.860998,11,4,7,1.439435828,64.36669353,20,0,20,0.0056,0.011841,,,track,,,,,,,,,,,554006679.0,ways_line,1,341.8729858,tc8z38cx,0,0.0
5763860,Erukkulampiddi-MA0029-H_2A,-106.0,-10.0,tc8g3u2u,1650,9.032955,79.882629,1,MA0029,Erukkulampiddi,L18_11,70.0,50.0,3,0.0,3.0,9.028008,79.868706,7,11,4,1.624918867,70.21166142,50,0,50,0.004947,0.013923,,,residential,,,,,,,,,,,197793848.0,ways_line,1,288.0076294,tc8g3u2u,28,0.076085694
5763860,Erukkulampiddi-MA0029-H_2A,-106.0,-10.0,tc8g3u2u,1650,9.032955,79.882629,1,MA0029,Erukkulampiddi,L18_11,70.0,50.0,3,0.0,3.0,9.028008,79.868706,7,11,4,1.624918867,70.21166142,50,0,50,0.004947,0.013923,,,tertiary,,,,,,,,,,,621271049.0,ways_line,1,288.0076294,tc8g3u2u,28,0.076085694
5763860,Erukkulampiddi-MA0029-H_2A,-106.0,-10.0,tc8g3u2u,1650,9.032955,79.882629,1,MA0029,Erukkulampiddi,L18_11,70.0,50.0,3,0.0,3.0,9.028008,79.868706,7,11,4,1.624918867,70.21166142,50,0,50,0.004947,0.013923,,,residential,,,,,,,,,,,197793512.0,ways_line,1,288.0076294,tc8g3u2u,28,0.076085694
5763860,Erukkulampiddi-MA0029-H_2A,-106.0,-10.0,tc8g3u2u,1650,9.032955,79.882629,1,MA0029,Erukkulampiddi,L18_11,70.0,50.0,3,0.0,3.0,9.028008,79.868706,7,11,4,1.624918867,70.21166142,50,0,50,0.004947,0.013923,,,residential,,,,,,,,,,,197794004.0,ways_line,1,288.0076294,tc8g3u2u,28,0.076085694
5871106,Kumburupiddy-TR0034-H_C,-115.4,-11.8,tc9dq38b,1650,8.8414,81.135219,37,TR0034,Kumburupiddy,L18_3,70.0,330.0,2,0.0,2.0,8.75179,81.14786,0,12,12,10.06053566,352.0646508,330,270,60,0.08961,-0.012641,,,,,,,,,,,,,,,,0,0.0,tc9dq38b,0,0.0
5223210,Samanthurai-AM0014-H_4C,-101.33,-12.19,tc61vmhc,1650,7.366513,81.800039,62,AM0014,Samanthurai,L18_3333,60.0,270.0,3,2.0,5.0,7.361431,81.802203,14,26,12,0.613416053,337.1055885,270,270,0,0.005082,-0.002164,Alivaniyar Road,,residential,,,,,,,1.0,,,,286932775.0,ways_line,1,8379.639648,tc61vmhc,0,0.0
5223210,Samanthurai-AM0014-H_4C,-101.33,-12.19,tc61vmhc,1650,7.366513,81.800039,62,AM0014,Samanthurai,L18_3333,60.0,270.0,3,2.0,5.0,7.361431,81.802203,14,26,12,0.613416053,337.1055885,270,270,0,0.005082,-0.002164,,,living_street,,,,,,,,,,,461546507.0,ways_line,1,8379.639648,tc61vmhc,0,0.0
5223210,Samanthurai-AM0014-H_4C,-101.33,-12.19,tc61vmhc,1650,7.366513,81.800039,62,AM0014,Samanthurai,L18_3333,60.0,270.0,3,2.0,5.0,7.361431,81.802203,14,26,12,0.613416053,337.1055885,270,270,0,0.005082,-0.002164,MP Road,,residential,,,,,,,,,,,286932779.0,ways_line,1,8379.639648,tc61vmhc,0,0.0
5223210,Samanthurai-AM0014-H_4C,-86.55,-10.64,tc61vt82,1650,7.369211,81.804572,9,AM0014,Samanthurai,L18_3333,60.0,270.0,3,2.0,5.0,7.361431,81.802203,14,26,12,0.903682547,16.80344372,270,270,0,0.00778,0.002369,Vampady Road,,residential,,,,,,,,,,,288660482.0,ways_line,1,8379.639648,tc61vt82,0,0.0
5223210,Samanthurai-AM0014-H_4C,-86.55,-10.64,tc61vt82,1650,7.369211,81.804572,9,AM0014,Samanthurai,L18_3333,60.0,270.0,3,2.0,5.0,7.361431,81.802203,14,26,12,0.903682547,16.80344372,270,270,0,0.00778,0.002369,,,living_street,,,,,,,,,,,461546509.0,ways_line,1,8379.639648,tc61vt82,0,0.0
5223210,Samanthurai-AM0014-H_4C,-86.55,-10.64,tc61vt82,1650,7.369211,81.804572,9,AM0014,Samanthurai,L18_3333,60.0,270.0,3,2.0,5.0,7.361431,81.802203,14,26,12,0.903682547,16.80344372,270,270,0,0.00778,0.002369,,,living_street,,,,,,,,,,,892742811.0,ways_line,1,8379.639648,tc61vt82,0,0.0
5223210,Samanthurai-AM0014-H_4C,-86.55,-10.64,tc61vt82,1650,7.369211,81.804572,9,AM0014,Samanthurai,L18_3333,60.0,270.0,3,2.0,5.0,7.361431,81.802203,14,26,12,0.903682547,16.80344372,270,270,0,0.00778,0.002369,Central Road,,residential,,,,,,,,,,,286932778.0,ways_line,1,8379.639648,tc61vt82,0,0.0
5223210,Samanthurai-AM0014-H_4C,-86.55,-10.64,tc61vt82,1650,7.369211,81.804572,9,AM0014,Samanthurai,L18_3333,60.0,270.0,3,2.0,5.0,7.361431,81.802203,14,26,12,0.903682547,16.80344372,270,270,0,0.00778,0.002369,Bazar 5th Street,,residential,,,,,,,,,,,287438520.0,ways_line,1,8379.639648,tc61vt82,0,0.0
6132737,Uva_Pelwatta_South-MO0058-H_A,-103.0,-8.0,tc1y0p9d,1650,6.72134,81.213177,13,MO0058,Uva_Pelwatta_South,L18_1,60.0,50.0,3,0.0,3.0,6.722942,81.208597,160,161,1,0.536224669,109.4021425,50,0,50,-0.001602,0.00458,,,,,,,,,,,,,,,,0,474.083374,tc1y0p9d,0,0.0
6433538,Demodara_Lamp-BD5031-H_B,-109.78,-11.11,tc1xkbcg,1650,6.904082,81.070858,35,BD5031,Demodara_Lamp,L18_2,20.0,260.0,1,0.0,1.0,6.906539,81.063938,872,896,24,0.811273888,109.6792827,260,180,80,-0.002457,0.00692,,,,,,,,,,,,,,,,0,1114.386963,tc1xkbcg,0,0.0
6120704,Chilaw_Town_East-PU0217-H_A,-92.0,-9.0,tc2epvk1,1650,7.587746,79.799413,1,PU0217,Chilaw_Town_East,L18_1,50.0,0.0,3,0.0,3.0,7.577813,79.801732,6,8,2,1.133689983,346.9699975,0,0,0,0.009933,-0.002319,,,residential,,,,,,,,,,,360983921.0,ways_line,1,903.5404663,tc2epvk1,0,0.0
6304514,Chilaw_Town_South_Lamp-PU5000-H_C,-75.71,-10.57,tc2epf53,1650,7.56976,79.798507,8,PU5000,Chilaw_Town_South_Lamp,L18_3,20.0,290.0,2,0.0,2.0,7.570753,79.798082,8,11,3,0.119943153,157.0101305,290,270,20,-0.000993,0.000425,Colombo-Chilaw Road,,trunk,,,,2.0,,,,,,,667533164.0,ways_line,1,2762.792236,tc2epf53,0,0.0
6304514,Chilaw_Town_South_Lamp-PU5000-H_C,-75.71,-10.57,tc2epf53,1650,7.56976,79.798507,8,PU5000,Chilaw_Town_South_Lamp,L18_3,20.0,290.0,2,0.0,2.0,7.570753,79.798082,8,11,3,0.119943153,157.0101305,290,270,20,-0.000993,0.000425,,,unclassified,asphalt,,,,,,,,,,360974952.0,ways_line,1,2762.792236,tc2epf53,0,0.0
6304514,Chilaw_Town_South_Lamp-PU5000-H_C,-75.71,-10.57,tc2epf53,1650,7.56976,79.798507,8,PU5000,Chilaw_Town_South_Lamp,L18_3,20.0,290.0,2,0.0,2.0,7.570753,79.798082,8,11,3,0.119943153,157.0101305,290,270,20,-0.000993,0.000425,,,service,,,,,,,,,,,1215215157.0,ways_line,1,2762.792236,tc2epf53,0,0.0
6304514,Chilaw_Town_South_Lamp-PU5000-H_C,-75.71,-10.57,tc2epf53,1650,7.56976,79.798507,8,PU5000,Chilaw_Town_South_Lamp,L18_3,20.0,290.0,2,0.0,2.0,7.570753,79.798082,8,11,3,0.119943153,157.0101305,290,270,20,-0.000993,0.000425,,,unclassified,,,,,,,,,,,360993632.0,ways_line,1,2762.792236,tc2epf53,0,0.0
5326111,Thabbomulla-KU0135-H_4B,-108.35,-10.75,tc2fkgw2,1650,7.446013,80.022229,49,KU0135,Thabbomulla,L18_2222,60.0,120.0,4,0.0,4.0,7.457968,80.01594,40,50,10,1.499311149,152.4524652,120,90,30,-0.011955,0.006289,,,residential,,,,,,,,,,,548550965.0,ways_line,1,712.8212891,tc2fkgw2,0,0.0
5786705,Kosdeniya-KU0179-P_B,-91.0,-7.0,tc2gpfuv,525,7.574616,80.151857,1,KU0179,Kosdeniya,L21_2,35.0,160.0,3,2.0,5.0,7.580833,80.153333,69,87,18,0.710184679,193.2431181,160,90,70,-0.006217,-0.001476,,,tertiary,,,,,,,,,,,107951138.0,ways_line,1,251.4031067,tc2gpfuv,2,0.005995592
5808683,Bandara_Koswatta-KU0092-B_D,-111.0,-8.0,tc2grbwe,3750,7.605912,80.154214,2,KU0092,Bandara_Koswatta,L9_4,60.0,250.0,3,0.0,3.0,7.608772,80.168923,59,70,11,1.652068443,258.9024572,250,180,70,-0.00286,-0.014709,,,,,,,,,,,,,,,,0,275.9826355,tc2grbwe,0,0.0
6583552,Nabiriththankadawara-KU0493-H_A,-100.0,-12.0,tc2f5mc7,1650,7.415077,79.949347,6,KU0493,Nabiriththankadawara,L18_1,60.0,60.0,3,0.0,3.0,7.410815,79.946814,38,41,3,0.550093904,30.51300319,60,0,60,0.004262,0.002533,Welipannagahamula-Kandanegedara-Yakwila Road,,secondary,,,,,,,,,,,174045407.0,ways_line,1,558.4024048,tc2f5mc7,0,0.0
6600704,Kandulawa-KU0576-H_A,-94.64,-9.36,tc35ngrp,1650,7.577674,80.462602,16,KU0576,Kandulawa,L18_1,57.0,40.0,3,0.0,3.0,7.576478,80.44408,142,180,38,2.045896109,86.27176057,40,0,40,0.001196,0.018522,,,service,,,,,,,,,,,566775377.0,ways_line,1,410.2719727,tc35ngrp,0,0.0
6719274,Gonagama_North-KU0402-B_C,-109.25,-14.75,tc35ft1w,3750,7.719047,80.268432,13,KU0402,Gonagama_North,L9_3,60.0,330.0,3,0.0,3.0,7.717431,80.294417,78,84,6,2.868856649,273.59282,330,270,60,0.001616,-0.025985,,,,,,,,,,,,,,,,0,522.1173706,tc35ft1w,0,0.0
6755840,Pambadeniya-KU0401-H_A,-115.0,-11.0,tc313zy5,1650,7.294208,80.241418,1,KU0401,Pambadeniya,L18_1,55.0,20.0,4,3.0,7.0,7.317455,80.231224,60,160,100,2.818874036,156.4928087,20,0,20,-0.023247,0.010194,Temple Road,,residential,,,,,,,,,,,663429408.0,ways_line,1,1230.94043,tc313zy5,0,0.0
6755840,Pambadeniya-KU0401-H_A,-115.0,-11.0,tc313zy5,1650,7.294208,80.241418,1,KU0401,Pambadeniya,L18_1,55.0,20.0,4,3.0,7.0,7.317455,80.231224,60,160,100,2.818874036,156.4928087,20,0,20,-0.023247,0.010194,Ambepussa - Kurunegala Road,,trunk,,,,,,,,,,,98568325.0,ways_line,1,1230.94043,tc313zy5,0,0.0
5472513,Pallepola-MT0017-H_A,-106.67,-14.89,tc376nud,1650,7.640087,80.602021,96,MT0017,Pallepola,L18_1,70.0,40.0,1,2.0,3.0,7.633748,80.591956,409,496,87,1.314256312,57.56571718,40,0,40,0.006339,0.010065,,,,,,,,,,,,,,,,0,746.8787231,tc376nud,0,0.0
5913088,Pelwehera-MT0129-H_A,-100.67,-13.67,tc3kgwh6,1650,7.899631,80.667651,6,MT0129,Pelwehera,L18_1,47.0,45.0,0,0.0,0.0,7.896222,80.66432,176,184,8,0.527529933,44.06380283,45,0,45,0.003409,0.003331,,,service,,,,,,,,,,,75973159.0,ways_line,1,366.3709412,tc3kgwh6,0,0.0
5913088,Pelwehera-MT0129-H_A,-100.67,-13.67,tc3kgwh6,1650,7.899631,80.667651,6,MT0129,Pelwehera,L18_1,47.0,45.0,0,0.0,0.0,7.896222,80.66432,176,184,8,0.527529933,44.06380283,45,0,45,0.003409,0.003331,Dambulla - Habarana Road,,trunk,asphalt,,,2.0,no,,,,,,23813957.0,ways_line,1,366.3709412,tc3kgwh6,0,0.0
5913088,Pelwehera-MT0129-H_A,-66.67,-9.0,tc3kgxpt,1650,7.905566,80.672002,2,MT0129,Pelwehera,L18_1,47.0,45.0,0,0.0,0.0,7.896222,80.66432,179,184,5,1.339926051,39.1563497,45,0,45,0.009344,0.007682,Dambulla - Habarana Road,,trunk,asphalt,,,2.0,no,,,,,,23813957.0,ways_line,1,366.3709412,tc3kgxpt,0,0.0
6056489,Thambala-PO0031-B_B,-103.45,-10.45,tc3tsfvn,3750,8.014204,81.075028,29,PO0031,Thambala,L9_2,70.0,195.0,2,0.0,2.0,8.026402,81.078822,41,34,7,1.419229877,197.1186925,195,180,15,-0.012198,-0.003794,,,residential,,,,,,,,,,,1222378077.0,ways_line,1,1150.731567,tc3tsfvn,0,0.0
6507266,Kaavathamunai-BA0144-H_C,-103.0,-13.0,tc3vp0c5,1650,7.914919,81.520115,1,BA0144,Kaavathamunai,L18_3,50.0,200.0,3,0.0,3.0,7.919966,81.511204,10,14,4,1.130538475,119.7615839,200,180,20,-0.005047,0.008911,,,residential,,,,,,,,,,,472847579.0,ways_line,1,5794.089844,tc3vp0c5,0,0.0
6507266,Kaavathamunai-BA0144-H_C,-103.0,-13.0,tc3vp0c5,1650,7.914919,81.520115,1,BA0144,Kaavathamunai,L18_3,50.0,200.0,3,0.0,3.0,7.919966,81.511204,10,14,4,1.130538475,119.7615839,200,180,20,-0.005047,0.008911,,,residential,,,,,,,,,,,472847580.0,ways_line,1,5794.089844,tc3vp0c5,0,0.0
6507266,Kaavathamunai-BA0144-H_C,-103.0,-13.0,tc3vp0c5,1650,7.914919,81.520115,1,BA0144,Kaavathamunai,L18_3,50.0,200.0,3,0.0,3.0,7.919966,81.511204,10,14,4,1.130538475,119.7615839,200,180,20,-0.005047,0.008911,Bazar Masjid Road,,residential,,,,,,,,,,,472847576.0,ways_line,1,5794.089844,tc3vp0c5,0,0.0
6507266,Kaavathamunai-BA0144-H_C,-94.0,-9.75,tc3vnbzv,1650,7.915279,81.518302,12,BA0144,Kaavathamunai,L18_3,50.0,200.0,3,0.0,3.0,7.919966,81.511204,6,14,8,0.939538505,123.6901963,200,180,20,-0.004687,0.007098,,,,,,,,,,,,,,,,0,5794.089844,tc3vnbzv,0,0.0
6203176,Ramanatpuram-KI0025-B_A,-100.02,-10.83,tc9jr9zz,3750,9.37128,80.496505,122,KI0025,Ramanatpuram,L9_1,70.0,90.0,3,0.0,3.0,9.369694,80.4772,31,26,5,2.125303439,85.2386198,90,90,0,0.001586,0.019305,,,residential,,,,,no,,,,,,356915200.0,ways_line,1,284.3348083,tc9jr9zz,0,0.0
5798402,Vidattaltivu_West-MA0044-H_C,-91.0,-9.0,tc8gjs9c,1650,8.989788,80.049061,1,MA0044,Vidattaltivu_West,L18_3,60.0,210.0,2,0.0,2.0,9.0107,80.06138,4,6,2,2.690263592,210.1932881,210,180,30,-0.020912,-0.012319,Navakkuli - Kerativu - Mannar Road,,trunk,concrete:plates,,,,,,,,,,178278559.0,ways_line,1,8.429517746,tc8gjs9c,0,0.0
5777665,Kanagarayankulam-VA0024-H_B,-107.0,-13.0,tc972m0m,1650,9.037272,80.519349,1,VA0024,Kanagarayankulam,L18_2,78.0,145.0,2,0.0,2.0,9.06772,80.50169,67,67,0,3.901660537,150.1967455,145,90,55,-0.030448,0.017659,,,,,,,,,,,,,,,,0,74.00186157,tc972m0m,0,0.0
5777665,Kanagarayankulam-VA0024-H_B,-83.0,-11.0,tc97805c,1650,9.05292,80.513184,1,VA0024,Kanagarayankulam,L18_2,78.0,145.0,2,0.0,2.0,9.06772,80.50169,62,67,5,2.07394458,142.5133493,145,90,55,-0.0148,0.011494,Kandy - Jaffna Road,,trunk,asphalt,,,,,,,,,,405043441.0,ways_line,1,265.6977539,tc97805c,0,0.0
